,location,date,variant,num_sequences,perc_sequences,num_sequences_total
4301,Czechia,2022-01-05,Beta,0,0.0,15
4302,Czechia,2022-01-05,Delta,8,53.33,15
4303,Czechia,2022-01-05,Mu,0,0.0,15
4304,Czechia,2022-01-05,Omicron,7,46.67,15
4305,Denmark,2020-05-11,Alpha,0,0.0,155
4306,Denmark,2020-05-11,Beta,0,0.0,155
4307,Denmark,2020-05-11,Delta,0,0.0,155
4308,Denmark,2020-05-11,Mu,0,0.0,155
4309,Denmark,2020-05-11,Omicron,0,0.0,155
4310,Denmark,2020-05-25,Alpha,0,0.0,136
4311,Denmark,2020-05-25,Beta,0,0.0,136
4312,Denmark,2020-05-25,Delta,0,0.0,136
4313,Denmark,2020-05-25,Mu,0,0.0,136
4314,Denmark,2020-05-25,Omicron,0,0.0,136
4315,Denmark,2020-06-08,Alpha,0,0.0,122
4316,Denmark,2020-06-08,Beta,0,0.0,122
4317,Denmark,2020-06-08,Delta,0,0.0,122
4318,Denmark,2020-06-08,Mu,0,0.0,122
4319,Denmark,2020-06-08,Omicron,0,0.0,122
4320,Denmark,2020-06-22,Alpha,0,0.0,169
4321,Denmark,2020-06-22,Beta,0,0.0,169
4322,Denmark,2020-06-22,Delta,0,0.0,169
4323,Denmark,2020-06-22,Mu,0,0.0,169
4324,Denmark,2020-06-22,Omicron,0,0.0,169
4325,Denmark,2020-07-06,Alpha,0,0.0,60
4326,Denmark,2020-07-06,Beta,0,0.0,60
4327,Denmark,2020-07-06,Delta,0,0.0,60
4328,Denmark,2020-07-06,Mu,0,0.0,60
4329,Denmark,2020-07-06,Omicron,0,0.0,60
4330,Denmark,2020-07-20,Alpha,0,0.0,100
4331,Denmark,2020-07-20,Beta,0,0.0,100
4332,Denmark,2020-07-20,Delta,0,0.0,100
4333,Denmark,2020-07-20,Mu,0,0.0,100
4334,Denmark,2020-07-20,Omicron,0,0.0,100
4335,Denmark,2020-08-03,Alpha,0,0.0,152
4336,Denmark,2020-08-03,Beta,0,0.0,152
4337,Denmark,2020-08-03,Delta,0,0.0,152
4338,Denmark,2020-08-03,Mu,0,0.0,152
4339,Denmark,2020-08-03,Omicron,0,0.0,152
4340,Denmark,2020-08-17,Alpha,0,0.0,437
4341,Denmark,2020-08-17,Beta,0,0.0,437
4342,Denmark,2020-08-17,Delta,0,0.0,437
4343,Denmark,2020-08-17,Mu,0,0.0,437
4344,Denmark,2020-08-17,Omicron,0,0.0,437
4345,Denmark,2020-08-31,Alpha,0,0.0,594
4346,Denmark,2020-08-31,Beta,0,0.0,594
4347,Denmark,2020-08-31,Delta,0,0.0,594
4348,Denmark,2020-08-31,Mu,0,0.0,594
4349,Denmark,2020-08-31,Omicron,0,0.0,594
4350,Denmark,2020-09-14,Alpha,0,0.0,979
4351,Denmark,2020-09-14,Beta,0,0.0,979
4352,Denmark,2020-09-14,Delta,0,0.0,979
4353,Denmark,2020-09-14,Mu,0,0.0,979
4354,Denmark,2020-09-14,Omicron,0,0.0,979
4355,Denmark,2020-09-28,Alpha,0,0.0,1644
4356,Denmark,2020-09-28,Beta,0,0.0,1644
4357,Denmark,2020-09-28,Delta,0,0.0,1644
4358,Denmark,2020-09-28,Mu,0,0.0,1644
4359,Denmark,2020-09-28,Omicron,0,0.0,1644
4360,Denmark,2020-10-12,Alpha,0,0.0,835
4361,Denmark,2020-10-12,Beta,0,0.0,835
4362,Denmark,2020-10-12,Delta,0,0.0,835
4363,Denmark,2020-10-12,Mu,0,0.0,835
4364,Denmark,2020-10-12,Omicron,0,0.0,835
4365,Denmark,2020-10-26,Alpha,0,0.0,1554
4366,Denmark,2020-10-26,Beta,0,0.0,1554
4367,Denmark,2020-10-26,Delta,0,0.0,1554
4368,Denmark,2020-10-26,Mu,0,0.0,1554
4369,Denmark,2020-10-26,Omicron,0,0.0,1554
4370,Denmark,2020-11-09,Alpha,0,0.0,3067
4371,Denmark,2020-11-09,Beta,0,0.0,3067
4372,Denmark,2020-11-09,Delta,0,0.0,3067
4373,Denmark,2020-11-09,Mu,0,0.0,3067
4374,Denmark,2020-11-09,Omicron,0,0.0,3067
4375,Denmark,2020-11-23,Alpha,3,0.09,3165
4376,Denmark,2020-11-23,Beta,0,0.0,3165
4377,Denmark,2020-11-23,Delta,0,0.0,3165
4378,Denmark,2020-11-23,Mu,0,0.0,3165
4379,Denmark,2020-11-23,Omicron,0,0.0,3165
4380,Denmark,2020-12-07,Alpha,10,0.2,5060
4381,Denmark,2020-12-07,Beta,0,0.0,5060
4382,Denmark,2020-12-07,Delta,0,0.0,5060
4383,Denmark,2020-12-07,Mu,0,0.0,5060
4384,Denmark,2020-12-07,Omicron,0,0.0,5060
4385,Denmark,2020-12-21,Alpha,51,0.55,9321
4386,Denmark,2020-12-21,Beta,0,0.0,9321
4387,Denmark,2020-12-21,Delta,0,0.0,9321
4388,Denmark,2020-12-21,Mu,0,0.0,9321
4389,Denmark,2020-12-21,Omicron,0,0.0,9321
4390,Denmark,2021-01-04,Alpha,144,1.87,7686
4391,Denmark,2021-01-04,Beta,0,0.0,7686
4392,Denmark,2021-01-04,Delta,0,0.0,7686
4393,Denmark,2021-01-04,Mu,0,0.0,7686
4394,Denmark,2021-01-04,Omicron,0,0.0,7686
4395,Denmark,2021-01-11,Alpha,158,3.81,4145
4396,Denmark,2021-01-11,Beta,1,0.02,4145
4397,Denmark,2021-01-11,Delta,0,0.0,4145
4398,Denmark,2021-01-11,Mu,0,0.0,4145
4399,Denmark,2021-01-11,Omicron,0,0.0,4145
4400,Denmark,2021-01-25,Alpha,779,9.61,8109
4401,Denmark,2021-01-25,Beta,4,0.05,8109
4402,Denmark,2021-01-25,Delta,0,0.0,8109
4403,Denmark,2021-01-25,Mu,0,0.0,8109
4404,Denmark,2021-01-25,Omicron,0,0.0,8109
4405,Denmark,2021-02-08,Alpha,1139,23.88,4769
4406,Denmark,2021-02-08,Beta,5,0.1,4769
4407,Denmark,2021-02-08,Delta,0,0.0,4769
4408,Denmark,2021-02-08,Mu,0,0.0,4769
4409,Denmark,2021-02-08,Omicron,0,0.0,4769
4410,Denmark,2021-02-22,Alpha,2518,57.38,4388
4411,Denmark,2021-02-22,Beta,4,0.09,4388
4412,Denmark,2021-02-22,Delta,0,0.0,4388
4413,Denmark,2021-02-22,Mu,0,0.0,4388
4414,Denmark,2021-02-22,Omicron,0,0.0,4388
4415,Denmark,2021-03-08,Alpha,4326,80.54,5371
4416,Denmark,2021-03-08,Beta,15,0.28,5371
4417,Denmark,2021-03-08,Delta,0,0.0,5371
4418,Denmark,2021-03-08,Mu,0,0.0,5371
4419,Denmark,2021-03-08,Omicron,0,0.0,5371
4420,Denmark,2021-03-22,Alpha,5799,91.31,6351
4421,Denmark,2021-03-22,Beta,14,0.22,6351
4422,Denmark,2021-03-22,Delta,0,0.0,6351
4423,Denmark,2021-03-22,Mu,0,0.0,6351
4424,Denmark,2021-03-22,Omicron,0,0.0,6351
4425,Denmark,2021-04-05,Alpha,6744,93.76,7193
4426,Denmark,2021-04-05,Beta,21,0.29,7193
4427,Denmark,2021-04-05,Delta,3,0.04,7193
4428,Denmark,2021-04-05,Mu,0,0.0,7193
4429,Denmark,2021-04-05,Omicron,0,0.0,7193
4430,Denmark,2021-04-19,Alpha,6807,96.12,7082
4431,Denmark,2021-04-19,Beta,25,0.35,7082
4432,Denmark,2021-04-19,Delta,6,0.08,7082
4433,Denmark,2021-04-19,Mu,2,0.03,7082
4434,Denmark,2021-04-19,Omicron,0,0.0,7082
4435,Denmark,2021-05-03,Alpha,7378,96.08,7679
4436,Denmark,2021-05-03,Beta,15,0.2,7679
4437,Denmark,2021-05-03,Delta,30,0.39,7679
4438,Denmark,2021-05-03,Mu,1,0.01,7679
4439,Denmark,2021-05-03,Omicron,0,0.0,7679
4440,Denmark,2021-05-17,Alpha,9506,96.78,9822
4441,Denmark,2021-05-17,Beta,6,0.06,9822
4442,Denmark,2021-05-17,Delta,43,0.44,9822
4443,Denmark,2021-05-17,Mu,0,0.0,9822
4444,Denmark,2021-05-17,Omicron,0,0.0,9822
4445,Denmark,2021-05-31,Alpha,9409,99.25,9480
4446,Denmark,2021-05-31,Beta,4,0.04,9480
4447,Denmark,2021-05-31,Delta,28,0.3,9480
4448,Denmark,2021-05-31,Mu,2,0.02,9480
4449,Denmark,2021-05-31,Omicron,0,0.0,9480
4450,Denmark,2021-06-14,Alpha,5768,98.06,5882
4451,Denmark,2021-06-14,Beta,2,0.03,5882
4452,Denmark,2021-06-14,Delta,97,1.65,5882
4453,Denmark,2021-06-14,Mu,1,0.02,5882
4454,Denmark,2021-06-14,Omicron,0,0.0,5882
4455,Denmark,2021-06-28,Alpha,1626,78.89,2061
4456,Denmark,2021-06-28,Beta,2,0.1,2061
4457,Denmark,2021-06-28,Delta,418,20.28,2061
4458,Denmark,2021-06-28,Mu,0,0.0,2061
4459,Denmark,2021-06-28,Omicron,0,0.0,2061
4460,Denmark,2021-07-12,Alpha,1057,20.63,5124
4461,Denmark,2021-07-12,Beta,10,0.2,5124
4462,Denmark,2021-07-12,Delta,4040,78.84,5124
4463,Denmark,2021-07-12,Mu,0,0.0,5124
4464,Denmark,2021-07-12,Omicron,0,0.0,5124
4465,Denmark,2021-07-26,Alpha,451,4.15,10876
4466,Denmark,2021-07-26,Beta,2,0.02,10876
4467,Denmark,2021-07-26,Delta,10411,95.72,10876
4468,Denmark,2021-07-26,Mu,5,0.05,10876
4469,Denmark,2021-07-26,Omicron,0,0.0,10876
4470,Denmark,2021-08-09,Alpha,91,0.83,10917
4471,Denmark,2021-08-09,Beta,0,0.0,10917
4472,Denmark,2021-08-09,Delta,10815,99.07,10917
4473,Denmark,2021-08-09,Mu,1,0.01,10917
4474,Denmark,2021-08-09,Omicron,0,0.0,10917
4475,Denmark,2021-08-23,Alpha,29,0.26,11256
4476,Denmark,2021-08-23,Beta,0,0.0,11256
4477,Denmark,2021-08-23,Delta,11224,99.72,11256
4478,Denmark,2021-08-23,Mu,0,0.0,11256
4479,Denmark,2021-08-23,Omicron,0,0.0,11256
4480,Denmark,2021-09-06,Alpha,3,0.03,8743
4481,Denmark,2021-09-06,Beta,0,0.0,8743
4482,Denmark,2021-09-06,Delta,8738,99.94,8743
4483,Denmark,2021-09-06,Mu,0,0.0,8743
4484,Denmark,2021-09-06,Omicron,0,0.0,8743
4485,Denmark,2021-09-20,Alpha,2,0.04,4585
4486,Denmark,2021-09-20,Beta,0,0.0,4585
4487,Denmark,2021-09-20,Delta,4583,99.96,4585
4488,Denmark,2021-09-20,Mu,0,0.0,4585
4489,Denmark,2021-09-20,Omicron,0,0.0,4585
4490,Denmark,2021-10-04,Alpha,0,0.0,4878
4491,Denmark,2021-10-04,Beta,0,0.0,4878
4492,Denmark,2021-10-04,Delta,4877,99.98,4878
4493,Denmark,2021-10-04,Mu,0,0.0,4878
4494,Denmark,2021-10-04,Omicron,0,0.0,4878
4495,Denmark,2021-10-18,Alpha,0,0.0,7662
4496,Denmark,2021-10-18,Beta,0,0.0,7662
4497,Denmark,2021-10-18,Delta,7662,100.0,7662
4498,Denmark,2021-10-18,Mu,0,0.0,7662
4499,Denmark,2021-10-18,Omicron,0,0.0,7662
4500,Denmark,2021-11-01,Alpha,0,0.0,15515
4501,Denmark,2021-11-01,Beta,0,0.0,15515
4502,Denmark,2021-11-01,Delta,15513,99.99,15515
4503,Denmark,2021-11-01,Mu,0,0.0,15515
4504,Denmark,2021-11-01,Omicron,0,0.0,15515
4505,Denmark,2021-11-15,Alpha,0,0.0,22315
4506,Denmark,2021-11-15,Beta,0,0.0,22315
4507,Denmark,2021-11-15,Delta,22314,100.0,22315
4508,Denmark,2021-11-15,Mu,0,0.0,22315
4509,Denmark,2021-11-15,Omicron,0,0.0,22315
4510,Denmark,2021-11-29,Alpha,0,0.0,23829
4511,Denmark,2021-11-29,Beta,0,0.0,23829
4512,Denmark,2021-11-29,Delta,23819,99.96,23829
4513,Denmark,2021-11-29,Mu,0,0.0,23829
4514,Denmark,2021-11-29,Omicron,9,0.04,23829
4515,Denmark,2021-12-13,Alpha,0,0.0,30285
4516,Denmark,2021-12-13,Beta,0,0.0,30285
4517,Denmark,2021-12-13,Delta,28791,95.07,30285
4518,Denmark,2021-12-13,Mu,0,0.0,30285
4519,Denmark,2021-12-13,Omicron,1483,4.9,30285
4520,Denmark,2021-12-27,Alpha,0,0.0,6817
4521,Denmark,2021-12-27,Beta,0,0.0,6817
4522,Denmark,2021-12-27,Delta,3282,48.14,6817
4523,Denmark,2021-12-27,Mu,0,0.0,6817
4524,Denmark,2021-12-27,Omicron,3331,48.86,6817
4525,Djibouti,2020-05-11,Alpha,0,0.0,2
4526,Djibouti,2020-05-11,Beta,0,0.0,2
4527,Djibouti,2020-05-11,Delta,0,0.0,2
4528,Djibouti,2020-05-11,Mu,0,0.0,2
4529,Djibouti,2020-05-11,Omicron,0,0.0,2
4530,Djibouti,2020-05-25,Alpha,0,0.0,2
4531,Djibouti,2020-05-25,Beta,0,0.0,2
4532,Djibouti,2020-05-25,Delta,0,0.0,2
4533,Djibouti,2020-05-25,Mu,0,0.0,2
4534,Djibouti,2020-05-25,Omicron,0,0.0,2
4535,Djibouti,2020-06-08,Alpha,0,0.0,5
4536,Djibouti,2020-06-08,Beta,0,0.0,5
4537,Djibouti,2020-06-08,Delta,0,0.0,5
4538,Djibouti,2020-06-08,Mu,0,0.0,5
4539,Djibouti,2020-06-08,Omicron,0,0.0,5
4540,Djibouti,2020-06-22,Alpha,0,0.0,13
4541,Djibouti,2020-06-22,Beta,0,0.0,13
4542,Djibouti,2020-06-22,Delta,0,0.0,13
4543,Djibouti,2020-06-22,Mu,0,0.0,13
4544,Djibouti,2020-06-22,Omicron,0,0.0,13
4545,Djibouti,2020-07-06,Alpha,0,0.0,1
4546,Djibouti,2020-07-06,Beta,0,0.0,1
4547,Djibouti,2020-07-06,Delta,0,0.0,1
4548,Djibouti,2020-07-06,Mu,0,0.0,1
4549,Djibouti,2020-07-06,Omicron,0,0.0,1
4550,Djibouti,2020-07-20,Alpha,0,0.0,2
4551,Djibouti,2020-07-20,Beta,0,0.0,2
4552,Djibouti,2020-07-20,Delta,0,0.0,2
4553,Djibouti,2020-07-20,Mu,0,0.0,2
4554,Djibouti,2020-07-20,Omicron,0,0.0,2
4555,Djibouti,2020-08-03,Alpha,0,0.0,2
4556,Djibouti,2020-08-03,Beta,0,0.0,2
4557,Djibouti,2020-08-03,Delta,0,0.0,2
4558,Djibouti,2020-08-03,Mu,0,0.0,2
4559,Djibouti,2020-08-03,Omicron,0,0.0,2
4560,Djibouti,2020-10-26,Alpha,0,0.0,1
4561,Djibouti,2020-10-26,Beta,0,0.0,1
4562,Djibouti,2020-10-26,Delta,0,0.0,1
4563,Djibouti,2020-10-26,Mu,0,0.0,1
4564,Djibouti,2020-10-26,Omicron,0,0.0,1
4565,Djibouti,2020-11-09,Alpha,0,0.0,1
4566,Djibouti,2020-11-09,Beta,0,0.0,1
4567,Djibouti,2020-11-09,Delta,0,0.0,1
4568,Djibouti,2020-11-09,Mu,0,0.0,1
4569,Djibouti,2020-11-09,Omicron,0,0.0,1
4570,Djibouti,2020-11-23,Alpha,0,0.0,14
4571,Djibouti,2020-11-23,Beta,0,0.0,14
4572,Djibouti,2020-11-23,Delta,0,0.0,14
4573,Djibouti,2020-11-23,Mu,0,0.0,14
4574,Djibouti,2020-11-23,Omicron,0,0.0,14
4575,Djibouti,2020-12-07,Alpha,0,0.0,1
4576,Djibouti,2020-12-07,Beta,0,0.0,1
4577,Djibouti,2020-12-07,Delta,0,0.0,1
4578,Djibouti,2020-12-07,Mu,0,0.0,1
4579,Djibouti,2020-12-07,Omicron,0,0.0,1
4580,Djibouti,2020-12-21,Alpha,0,0.0,5
4581,Djibouti,2020-12-21,Beta,0,0.0,5
4582,Djibouti,2020-12-21,Delta,0,0.0,5
4583,Djibouti,2020-12-21,Mu,0,0.0,5
4584,Djibouti,2020-12-21,Omicron,0,0.0,5
4585,Djibouti,2021-01-04,Alpha,0,0.0,2
4586,Djibouti,2021-01-04,Beta,0,0.0,2
4587,Djibouti,2021-01-04,Delta,0,0.0,2
4588,Djibouti,2021-01-04,Mu,0,0.0,2
4589,Djibouti,2021-01-04,Omicron,0,0.0,2
4590,Djibouti,2021-01-25,Alpha,0,0.0,11
4591,Djibouti,2021-01-25,Beta,0,0.0,11
4592,Djibouti,2021-01-25,Delta,0,0.0,11
4593,Djibouti,2021-01-25,Mu,0,0.0,11
4594,Djibouti,2021-01-25,Omicron,0,0.0,11
4595,Djibouti,2021-02-08,Alpha,0,0.0,3
4596,Djibouti,2021-02-08,Beta,0,0.0,3
4597,Djibouti,2021-02-08,Delta,0,0.0,3
4598,Djibouti,2021-02-08,Mu,0,0.0,3
4599,Djibouti,2021-02-08,Omicron,0,0.0,3
4600,Djibouti,2021-02-22,Alpha,3,10.0,30
4601,Djibouti,2021-02-22,Beta,0,0.0,30
4602,Djibouti,2021-02-22,Delta,0,0.0,30
4603,Djibouti,2021-02-22,Mu,0,0.0,30
4604,Djibouti,2021-02-22,Omicron,0,0.0,30
4605,Djibouti,2021-03-08,Alpha,56,100.0,56
4606,Djibouti,2021-03-08,Beta,0,0.0,56
4607,Djibouti,2021-03-08,Delta,0,0.0,56
4608,Djibouti,2021-03-08,Mu,0,0.0,56
4609,Djibouti,2021-03-08,Omicron,0,0.0,56
4610,Djibouti,2021-03-22,Alpha,13,50.0,26
4611,Djibouti,2021-03-22,Beta,13,50.0,26
4612,Djibouti,2021-03-22,Delta,0,0.0,26
4613,Djibouti,2021-03-22,Mu,0,0.0,26
4614,Djibouti,2021-03-22,Omicron,0,0.0,26
4615,Djibouti,2021-04-05,Alpha,3,4.69,64
4616,Djibouti,2021-04-05,Beta,59,92.19,64
4617,Djibouti,2021-04-05,Delta,0,0.0,64
4618,Djibouti,2021-04-05,Mu,0,0.0,64
4619,Djibouti,2021-04-05,Omicron,0,0.0,64
4620,Djibouti,2021-04-19,Alpha,2,5.41,37
4621,Djibouti,2021-04-19,Beta,34,91.89,37
4622,Djibouti,2021-04-19,Delta,0,0.0,37
4623,Djibouti,2021-04-19,Mu,0,0.0,37
4624,Djibouti,2021-04-19,Omicron,0,0.0,37
4625,Djibouti,2021-05-03,Alpha,2,8.7,23
4626,Djibouti,2021-05-03,Beta,21,91.3,23
4627,Djibouti,2021-05-03,Delta,0,0.0,23
4628,Djibouti,2021-05-03,Mu,0,0.0,23
4629,Djibouti,2021-05-03,Omicron,0,0.0,23
4630,Djibouti,2021-05-17,Alpha,1,20.0,5
4631,Djibouti,2021-05-17,Beta,4,80.0,5
4632,Djibouti,2021-05-17,Delta,0,0.0,5
4633,Djibouti,2021-05-17,Mu,0,0.0,5
4634,Djibouti,2021-05-17,Omicron,0,0.0,5
4635,Djibouti,2021-05-31,Alpha,0,0.0,1
4636,Djibouti,2021-05-31,Beta,0,0.0,1
4637,Djibouti,2021-05-31,Delta,0,0.0,1
4638,Djibouti,2021-05-31,Mu,0,0.0,1
4639,Djibouti,2021-05-31,Omicron,0,0.0,1
4640,Djibouti,2021-07-12,Alpha,0,0.0,1
4641,Djibouti,2021-07-12,Beta,0,0.0,1
4642,Djibouti,2021-07-12,Delta,1,100.0,1
4643,Djibouti,2021-07-12,Mu,0,0.0,1
4644,Djibouti,2021-07-12,Omicron,0,0.0,1
4645,Djibouti,2021-08-09,Alpha,0,0.0,2
4646,Djibouti,2021-08-09,Beta,0,0.0,2
4647,Djibouti,2021-08-09,Delta,2,100.0,2
4648,Djibouti,2021-08-09,Mu,0,0.0,2
4649,Djibouti,2021-08-09,Omicron,0,0.0,2
4650,Djibouti,2021-09-06,Alpha,0,0.0,2
4651,Djibouti,2021-09-06,Beta,0,0.0,2
4652,Djibouti,2021-09-06,Delta,2,100.0,2
4653,Djibouti,2021-09-06,Mu,0,0.0,2
4654,Djibouti,2021-09-06,Omicron,0,0.0,2
4655,Djibouti,2021-09-20,Alpha,0,0.0,9
4656,Djibouti,2021-09-20,Beta,0,0.0,9
4657,Djibouti,2021-09-20,Delta,9,100.0,9
4658,Djibouti,2021-09-20,Mu,0,0.0,9
4659,Djibouti,2021-09-20,Omicron,0,0.0,9
4660,Djibouti,2021-10-04,Alpha,0,0.0,25
4661,Djibouti,2021-10-04,Beta,0,0.0,25
4662,Djibouti,2021-10-04,Delta,25,100.0,25
4663,Djibouti,2021-10-04,Mu,0,0.0,25
4664,Djibouti,2021-10-04,Omicron,0,0.0,25
4665,Djibouti,2021-10-18,Alpha,0,0.0,19
4666,Djibouti,2021-10-18,Beta,0,0.0,19
4667,Djibouti,2021-10-18,Delta,19,100.0,19
4668,Djibouti,2021-10-18,Mu,0,0.0,19
4669,Djibouti,2021-10-18,Omicron,0,0.0,19
4670,Djibouti,2021-11-01,Alpha,0,0.0,2
4671,Djibouti,2021-11-01,Beta,0,0.0,2
4672,Djibouti,2021-11-01,Delta,2,100.0,2
4673,Djibouti,2021-11-01,Mu,0,0.0,2
4674,Djibouti,2021-11-01,Omicron,0,0.0,2
4675,Dominican Republic,2020-05-11,Alpha,0,0.0,5
4676,Dominican Republic,2020-05-11,Beta,0,0.0,5
4677,Dominican Republic,2020-05-11,Delta,0,0.0,5
4678,Dominican Republic,2020-05-11,Mu,0,0.0,5
4679,Dominican Republic,2020-05-11,Omicron,0,0.0,5
4680,Dominican Republic,2020-11-23,Alpha,0,0.0,1
4681,Dominican Republic,2020-11-23,Beta,0,0.0,1
4682,Dominican Republic,2020-11-23,Delta,0,0.0,1
4683,Dominican Republic,2020-11-23,Mu,0,0.0,1
4684,Dominican Republic,2020-11-23,Omicron,0,0.0,1
4685,Dominican Republic,2021-01-04,Alpha,1,100.0,1
4686,Dominican Republic,2021-01-04,Beta,0,0.0,1
4687,Dominican Republic,2021-01-04,Delta,0,0.0,1
4688,Dominican Republic,2021-01-04,Mu,0,0.0,1
4689,Dominican Republic,2021-01-04,Omicron,0,0.0,1
4690,Dominican Republic,2021-01-25,Alpha,0,0.0,33
4691,Dominican Republic,2021-01-25,Beta,0,0.0,33
4692,Dominican Republic,2021-01-25,Delta,0,0.0,33
4693,Dominican Republic,2021-01-25,Mu,0,0.0,33
4694,Dominican Republic,2021-01-25,Omicron,0,0.0,33
4695,Dominican Republic,2021-02-08,Alpha,0,0.0,24
4696,Dominican Republic,2021-02-08,Beta,0,0.0,24
4697,Dominican Republic,2021-02-08,Delta,0,0.0,24
4698,Dominican Republic,2021-02-08,Mu,0,0.0,24
4699,Dominican Republic,2021-02-08,Omicron,0,0.0,24
4700,Dominican Republic,2021-02-22,Alpha,1,33.33,3
4701,Dominican Republic,2021-02-22,Beta,0,0.0,3
4702,Dominican Republic,2021-02-22,Delta,0,0.0,3
4703,Dominican Republic,2021-02-22,Mu,0,0.0,3
4704,Dominican Republic,2021-02-22,Omicron,0,0.0,3
4705,Dominican Republic,2021-03-08,Alpha,0,0.0,11
4706,Dominican Republic,2021-03-08,Beta,0,0.0,11
4707,Dominican Republic,2021-03-08,Delta,0,0.0,11
4708,Dominican Republic,2021-03-08,Mu,0,0.0,11
4709,Dominican Republic,2021-03-08,Omicron,0,0.0,11
4710,Dominican Republic,2021-03-22,Alpha,4,6.9,58
4711,Dominican Republic,2021-03-22,Beta,0,0.0,58
4712,Dominican Republic,2021-03-22,Delta,0,0.0,58
4713,Dominican Republic,2021-03-22,Mu,0,0.0,58
4714,Dominican Republic,2021-03-22,Omicron,0,0.0,58
4715,Dominican Republic,2021-04-05,Alpha,3,23.08,13
4716,Dominican Republic,2021-04-05,Beta,0,0.0,13
4717,Dominican Republic,2021-04-05,Delta,0,0.0,13
4718,Dominican Republic,2021-04-05,Mu,0,0.0,13
4719,Dominican Republic,2021-04-05,Omicron,0,0.0,13
4720,Dominican Republic,2021-04-19,Alpha,2,11.76,17
4721,Dominican Republic,2021-04-19,Beta,0,0.0,17
4722,Dominican Republic,2021-04-19,Delta,0,0.0,17
4723,Dominican Republic,2021-04-19,Mu,0,0.0,17
4724,Dominican Republic,2021-04-19,Omicron,0,0.0,17
4725,Dominican Republic,2021-05-03,Alpha,0,0.0,1
4726,Dominican Republic,2021-05-03,Beta,0,0.0,1
4727,Dominican Republic,2021-05-03,Delta,0,0.0,1
4728,Dominican Republic,2021-05-03,Mu,0,0.0,1
4729,Dominican Republic,2021-05-03,Omicron,0,0.0,1
4730,Dominican Republic,2021-05-17,Alpha,4,4.6,87
4731,Dominican Republic,2021-05-17,Beta,0,0.0,87
4732,Dominican Republic,2021-05-17,Delta,0,0.0,87
4733,Dominican Republic,2021-05-17,Mu,30,34.48,87
4734,Dominican Republic,2021-05-17,Omicron,0,0.0,87
4735,Dominican Republic,2021-05-31,Alpha,5,4.95,101
4736,Dominican Republic,2021-05-31,Beta,0,0.0,101
4737,Dominican Republic,2021-05-31,Delta,3,2.97,101
4738,Dominican Republic,2021-05-31,Mu,43,42.57,101
4739,Dominican Republic,2021-05-31,Omicron,0,0.0,101
4740,Dominican Republic,2021-06-14,Alpha,0,0.0,19
4741,Dominican Republic,2021-06-14,Beta,0,0.0,19
4742,Dominican Republic,2021-06-14,Delta,0,0.0,19
4743,Dominican Republic,2021-06-14,Mu,10,52.63,19
4744,Dominican Republic,2021-06-14,Omicron,0,0.0,19
4745,Dominican Republic,2021-06-28,Alpha,0,0.0,13
4746,Dominican Republic,2021-06-28,Beta,0,0.0,13
4747,Dominican Republic,2021-06-28,Delta,0,0.0,13
4748,Dominican Republic,2021-06-28,Mu,11,84.62,13
4749,Dominican Republic,2021-06-28,Omicron,0,0.0,13
4750,Dominican Republic,2021-07-12,Alpha,0,0.0,10
4751,Dominican Republic,2021-07-12,Beta,0,0.0,10
4752,Dominican Republic,2021-07-12,Delta,1,10.0,10
4753,Dominican Republic,2021-07-12,Mu,8,80.0,10
4754,Dominican Republic,2021-07-12,Omicron,0,0.0,10
4755,Dominican Republic,2021-07-26,Alpha,0,0.0,10
4756,Dominican Republic,2021-07-26,Beta,0,0.0,10
4757,Dominican Republic,2021-07-26,Delta,0,0.0,10
4758,Dominican Republic,2021-07-26,Mu,8,80.0,10
4759,Dominican Republic,2021-07-26,Omicron,0,0.0,10
4760,Dominican Republic,2021-08-09,Alpha,0,0.0,29
4761,Dominican Republic,2021-08-09,Beta,0,0.0,29
4762,Dominican Republic,2021-08-09,Delta,3,10.34,29
4763,Dominican Republic,2021-08-09,Mu,15,51.72,29
4764,Dominican Republic,2021-08-09,Omicron,0,0.0,29
4765,Dominican Republic,2021-08-23,Alpha,0,0.0,4
4766,Dominican Republic,2021-08-23,Beta,0,0.0,4
4767,Dominican Republic,2021-08-23,Delta,3,75.0,4
4768,Dominican Republic,2021-08-23,Mu,0,0.0,4
4769,Dominican Republic,2021-08-23,Omicron,0,0.0,4
4770,Dominican Republic,2021-09-06,Alpha,0,0.0,2
4771,Dominican Republic,2021-09-06,Beta,0,0.0,2
4772,Dominican Republic,2021-09-06,Delta,2,100.0,2
4773,Dominican Republic,2021-09-06,Mu,0,0.0,2
4774,Dominican Republic,2021-09-06,Omicron,0,0.0,2
4775,Dominican Republic,2021-09-20,Alpha,0,0.0,3
4776,Dominican Republic,2021-09-20,Beta,0,0.0,3
4777,Dominican Republic,2021-09-20,Delta,3,100.0,3
4778,Dominican Republic,2021-09-20,Mu,0,0.0,3
4779,Dominican Republic,2021-09-20,Omicron,0,0.0,3
4780,Dominican Republic,2021-10-04,Alpha,0,0.0,1
4781,Dominican Republic,2021-10-04,Beta,0,0.0,1
4782,Dominican Republic,2021-10-04,Delta,1,100.0,1
4783,Dominican Republic,2021-10-04,Mu,0,0.0,1
4784,Dominican Republic,2021-10-04,Omicron,0,0.0,1
4785,Dominican Republic,2021-10-18,Alpha,0,0.0,99
